product name,rating,selling price,MRP,ProductLink,highlight
Thomson 1.5 Ton 2 Star Split With iBreeze Technology AC  - White,4.1,"₹28,999","₹39,999",https://www.flipkart.com/thomson-1-5-ton-2-star-split-ibreeze-technology-ac-white/p/itm10054ad58957d?pid=ACNGK3B9NCBDEYYS&lid=LSTACNGK3B9NCBDEYYSSDGK3N&marketplace=FLIPKART&q=ac&store=j9e%2Fabm%2Fc54&srno=s_1_2&otracker=search&fm=organic&iid=en_owASkGB4iW6pJKGCjEcvvF8bjc66GLTbj28WTMWrmL5F6zTnQq6u3x0OiDIm3z8%2BuZTRDtdps1ADbu6oGPkFPg%3D%3D&ppt=None&ppn=None&ssid=l8m1h5rs7k0000001684819873263&qH=e2075474294983e0,"1.5 Ton2 Star BEE Rating 2023 : For energy savings upto 5% (compared to Non-Inverter 1 Star)Auto Restart:  No need to manually reset the settings post power-cutCopper : Energy efficient, best in class cooling with easy maintenance.Sleep Mode:  Auto-adjusts the temperature to ensure comfort during your sleep"
