product name,rating,selling price,MRP,ProductLink,highlight
Let Us Python,4.4,₹345,₹360,https://www.flipkart.com/let-us-python/p/itma080f52ef1bec?pid=9789388511568&lid=LSTBOK9789388511568FSLNOQ&marketplace=FLIPKART&q=python&store=bks&srno=s_1_5&otracker=search&fm=organic&iid=3d1dead0-2b72-4de9-9268-01886619c377.9789388511568.SEARCH&ppt=None&ppn=None&ssid=hqblvkmpww0000001684819430848&qH=23eeeb4347bdd26b,"Language: EnglishBinding: PaperbackPublisher: BPB PublicationsGenre: ComputersISBN: 9789388511568, 9789388511568Pages: 256"
