product name,rating,selling price,MRP,ProductLink,highlight
"APPLE iPhone 14 (Starlight, 128 GB)",4.6,"₹71,999","₹79,900",https://www.flipkart.com/apple-iphone-14-starlight-128-gb/p/itm3485a56f6e676?pid=MOBGHWFHABH3G73H&lid=LSTMOBGHWFHABH3G73HVXY5AV&marketplace=FLIPKART&q=iphone&store=tyy%2F4io&srno=s_1_2&otracker=search&fm=organic&iid=354f210d-5a38-4b36-b2b6-3c058b342a7d.MOBGHWFHABH3G73H.SEARCH&ppt=None&ppn=None&ssid=oiptbav3v40000001684819327132&qH=0b3f45b266a97d70,"128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor"
