product name,rating,selling price,MRP,ProductLink,highlight
Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,₹381,"₹1,499",https://www.flipkart.com/aroma-nb119b-badshah-40-hours-playtime-bluetooth-neckband-headset/p/itmdb644cfa383b2?pid=ACCG2TC8SURNPZAA&lid=LSTACCG2TC8SURNPZAAEIAOTI&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&srno=s_1_5&otracker=search&fm=organic&iid=c30614a8-6a6c-49ff-bf5f-cf63322b617e.ACCG2TC8SURNPZAA.SEARCH&ppt=None&ppn=None&ssid=zjus04974g0000001684820200292&qH=edd443896ef5dbfc,With Mic:YesBluetooth version: 5.0Wireless range: 10 mBattery life: 40 hr | Charging time: 2.5 hours
